current_path,filename,extension,size_bytes,primary_family,subfamily,lifecycle_status,authority,usage,scope,project,phase,trajectory,trajectory_role,logical_location_current,logical_location_target,naming_compliance,location_compliance,metadata_profile,content_summary,incoming_references,outgoing_references,duplicate_or_overlap,canonical_candidate,proposed_disposition,proposed_target_path,proposed_target_filename,rationale,risk_level,morris_gate_required,confidence,evidence,reserve_or_question,migration_lot_candidate
projects/interv360/archive/inc-01/inc-01-phase-2-rex.md,inc-01-phase-2-rex.md,md,7761,F10,,archived,supporting,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,B,# Interv360 — INC-01 Phase 2 REX **Projet** : Interv360 **Incrément** : INC-01 — Flux SAV minimal démontrable **Cyc,projects/interv360/archive/inc-01/inc-01-final-demo-package.md; projects/interv360/archive/inc-01/inc-01-final-demo-package.md; projects/interv360/archive/inc-01/inc-01-global-summary.md; projects/interv360/archive/inc-01/inc-01-global-summary.md; projects/interv360/archive/inc-01/inc-01-pr-preparation.md; projects/interv360/archive/inc-01/inc-01-pr-preparation.md,](inc-01-phase-2-delivery-decision.md); ](inc-01-controlled-workflow-skeleton-summary.md); ](inc-01-controlled-workflow-validation.md); ](inc-01-demo-script.md),no,no,keep,projects/interv360/archive/inc-01/inc-01-phase-2-rex.md,inc-01-phase-2-rex.md,Family F10 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/interv360/archive/inc-01/inc-01-planning-readonly-skeleton-summary.md,inc-01-planning-readonly-skeleton-summary.md,md,5717,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — INC-01 Planning readonly skeleton summary **Projet** : Interv360 **Incrément** : INC-01 — Flux SAV mini,projects/interv360/archive/inc-01/inc-01-intervention-readonly-skeleton-summary.md; projects/interv360/archive/inc-01/inc-01-intervention-readonly-skeleton-summary.md,](inc-01-qualification-readonly-skeleton-summary.md); ](inc-01-demo-reset-summary.md),no,no,keep,projects/interv360/archive/inc-01/inc-01-planning-readonly-skeleton-summary.md,inc-01-planning-readonly-skeleton-summary.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/inc-01/inc-01-pr-preparation.md,inc-01-pr-preparation.md,md,7449,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — INC-01 PR Preparation **Projet** : Interv360 **Incrément** : INC-01 — Flux SAV minimal démontrable **,,](inc-01-global-summary.md); ](inc-01-final-demo-package.md); ](inc-01-demo-script.md); ](inc-01-controlled-workflow-validation.md); ](inc-01-phase-2-rex.md),no,no,keep,projects/interv360/archive/inc-01/inc-01-pr-preparation.md,inc-01-pr-preparation.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/inc-01/inc-01-project-structure-decision.md,inc-01-project-structure-decision.md,md,9584,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,non-compliant,compliant,C,# Interv360 — INC-01 project structure decision **Type** : Décision de structure projet cible **Projet** : Interv360,projects/interv360/archive/inc-01/inc-01-front-back-start-decision.md; projects/interv360/archive/inc-01/inc-01-front-back-start-decision.md; projects/interv360/archive/inc-01/inc-01-realization-start-checklist.md; projects/interv360/archive/inc-01/inc-01-realization-start-checklist.md; projects/interv360/archive/inc-01/inc-01-stack-options.md,](realization-start-plan.md); ](inc-01-stack-options.md); ](implementation-planning-summary.md); ](inc-01-realization-backlog.md),no,no,rename,projects/interv360/archive/inc-01/inc-01-project-structure-decision.md,2026-07-11-inc-01-project-structure-decision.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,medium,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-D
projects/interv360/archive/inc-01/inc-01-push-and-pr.md,inc-01-push-and-pr.md,md,3847,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — INC-01 Push and PR **Projet** : Interv360 **Incrément** : INC-01 — Flux SAV minimal démontrable **Cyc,,,no,no,keep,projects/interv360/archive/inc-01/inc-01-push-and-pr.md,inc-01-push-and-pr.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/inc-01/inc-01-qa-scenarios.md,inc-01-qa-scenarios.md,md,12523,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — INC-01 QA scenarios **Type** : Scénarios QA métier détaillés **Projet** : Interv360 (PRJ-INTERV360) *,projects/interv360/archive/inc-01/inc-01-demo-data.md; projects/interv360/archive/inc-01/inc-01-implementation-estimate.md; projects/interv360/archive/inc-01/inc-01-implementation-estimate.md; projects/interv360/archive/inc-01/inc-01-implementation-plan.md; projects/interv360/archive/inc-01/inc-01-implementation-plan.md; projects/interv360/archive/inc-01/inc-01-implementation-plan.md; projects/interv360/archive/inc-01/inc-01-realization-backlog.md; projects/interv360/archive/inc-01/inc-01-realization-backlog.md; projects/interv360/archive/inc-01/inc-01-refusal-scenarios.md; projects/interv360/archive/inc-01/inc-01-refusal-scenarios.md,](implementation-planning-plan.md); ](inc-01-demo-data.md); ](inc-01-technical-qa-planning.md); ](inc-01-status-rules.md); ](inc-01-data-model.md),no,no,keep,projects/interv360/archive/inc-01/inc-01-qa-scenarios.md,inc-01-qa-scenarios.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/inc-01/inc-01-qa-strategy.md,inc-01-qa-strategy.md,md,12483,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — INC-01 QA strategy **Type** : Stratégie QA métier et fonctionnelle **Projet** : Interv360 (PRJ-INTERV36,projects/interv360/archive/inc-01/inc-01-effort-estimation.md; projects/interv360/archive/inc-01/inc-01-effort-estimation.md; projects/interv360/archive/inc-01/inc-01-realization-slicing.md; projects/interv360/archive/inc-01/inc-01-realization-slicing.md; projects/interv360/archive/inc-01/inc-01-technical-framing.md; projects/interv360/archive/inc-01/inc-01-technical-framing.md; projects/interv360/archive/inc-01/inc-01-technical-framing.md; projects/interv360/archive/inc-01/inc-01-technical-framing.md; projects/interv360/archive/inc-01/inc-01-technical-framing.md; projects/interv360/archive/inc-01/inc-01-technical-framing.md,](realization-preparation-plan.md); ](inc-01-realization-slicing.md); ](inc-01-technical-framing.md); ](inc-01-acceptance-criteria.md); ](inc-01-user-stories.md),no,no,keep,projects/interv360/archive/inc-01/inc-01-qa-strategy.md,inc-01-qa-strategy.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/inc-01/inc-01-qualification-readonly-skeleton-summary.md,inc-01-qualification-readonly-skeleton-summary.md,md,5789,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — INC-01 Qualification readonly skeleton summary **Projet** : Interv360 **Incrément** : INC-01 — Flux SAV,projects/interv360/archive/inc-01/inc-01-planning-readonly-skeleton-summary.md; projects/interv360/archive/inc-01/inc-01-planning-readonly-skeleton-summary.md,](inc-01-demo-reset-summary.md); ](inc-01-request-detail-skeleton-summary.md),no,no,keep,projects/interv360/archive/inc-01/inc-01-qualification-readonly-skeleton-summary.md,inc-01-qualification-readonly-skeleton-summary.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/inc-01/inc-01-readiness-checklist.md,inc-01-readiness-checklist.md,md,8733,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — INC-01 readiness checklist **Type** : Checklist de readiness delivery **Projet** : Interv360 (PRJ-INTER,projects/interv360/04-delivery/implementation-go-no-go.md; projects/interv360/archive/inc-01/inc-01-acceptance-criteria.md; projects/interv360/archive/inc-01/inc-01-acceptance-criteria.md; projects/interv360/archive/inc-01/inc-01-acceptance-criteria.md; projects/interv360/archive/inc-01/inc-01-data-scope.md; projects/interv360/archive/inc-01/inc-01-data-scope.md; projects/interv360/archive/inc-01/inc-01-implementation-preparation-plan.md; projects/interv360/archive/inc-01/inc-01-realization-slicing.md; projects/interv360/archive/inc-01/inc-01-realization-slicing.md; projects/interv360/archive/inc-01/inc-01-start-checklist.md,](delivery-detailing-plan.md); ](inc-01-detailed-backlog.md); ](inc-01-user-stories.md); ](inc-01-acceptance-criteria.md); ](realization-criteria.md),no,no,keep,projects/interv360/archive/inc-01/inc-01-readiness-checklist.md,inc-01-readiness-checklist.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/inc-01/inc-01-readonly-demo-summary.md,inc-01-readonly-demo-summary.md,md,6850,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — INC-01 Readonly demo summary **Projet** : Interv360 **Incrément** : INC-01 — Flux SAV minimal démontrab,projects/interv360/archive/inc-01/inc-01-action-transition-decision.md; projects/interv360/archive/inc-01/inc-01-action-transition-decision.md; projects/interv360/archive/inc-01/inc-01-final-demo-package.md; projects/interv360/archive/inc-01/inc-01-final-demo-package.md; projects/interv360/archive/inc-01/inc-01-global-summary.md; projects/interv360/archive/inc-01/inc-01-global-summary.md; projects/interv360/archive/inc-01/inc-01-phase-2-delivery-decision.md; projects/interv360/archive/inc-01/inc-01-phase-2-delivery-decision.md,](inc-01-report-readonly-skeleton-summary.md); ](inc-01-demo-reset-summary.md); ](inc-01-list-skeleton-summary.md),no,no,keep,projects/interv360/archive/inc-01/inc-01-readonly-demo-summary.md,inc-01-readonly-demo-summary.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/inc-01/inc-01-realization-backlog.md,inc-01-realization-backlog.md,md,9502,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — INC-01 realization backlog **Type** : Backlog préparatoire de réalisation **Projet** : Interv360 (PRJ-I,projects/interv360/archive/inc-01/inc-01-implementation-plan.md; projects/interv360/archive/inc-01/inc-01-project-structure-decision.md; projects/interv360/archive/inc-01/inc-01-project-structure-decision.md; projects/interv360/archive/inc-01/inc-01-stack-options.md; projects/interv360/archive/inc-01/inc-01-stack-options.md,](implementation-planning-plan.md); ](inc-01-demo-data.md); ](inc-01-qa-scenarios.md); ](inc-01-refusal-scenarios.md); ](inc-01-implementation-estimate.md),no,no,keep,projects/interv360/archive/inc-01/inc-01-realization-backlog.md,inc-01-realization-backlog.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/inc-01/inc-01-realization-slicing.md,inc-01-realization-slicing.md,md,10810,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — INC-01 realization slicing **Type** : Découpage de réalisation **Projet** : Interv360 (PRJ-INTERV360),projects/interv360/archive/inc-01/inc-01-application-architecture.md; projects/interv360/archive/inc-01/inc-01-application-architecture.md; projects/interv360/archive/inc-01/inc-01-effort-estimation.md; projects/interv360/archive/inc-01/inc-01-effort-estimation.md; projects/interv360/archive/inc-01/inc-01-front-back-data-decisions.md; projects/interv360/archive/inc-01/inc-01-front-back-data-decisions.md; projects/interv360/archive/inc-01/inc-01-qa-strategy.md; projects/interv360/archive/inc-01/inc-01-qa-strategy.md; projects/interv360/archive/inc-01/inc-01-technical-framing.md; projects/interv360/archive/inc-01/inc-01-technical-framing.md,](realization-preparation-plan.md); ](delivery-detailing-summary.md); ](inc-01-readiness-checklist.md); ](inc-01-acceptance-criteria.md); ](inc-01-user-stories.md),no,no,keep,projects/interv360/archive/inc-01/inc-01-realization-slicing.md,inc-01-realization-slicing.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/inc-01/inc-01-realization-start-checklist.md,inc-01-realization-start-checklist.md,md,10366,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — INC-01 realization start checklist **Type** : Checklist avant autorisation de démarrage code **Projet**,projects/interv360/archive/inc-01/inc-01-front-back-start-decision.md; projects/interv360/archive/inc-01/inc-01-implementation-preparation-plan.md,](realization-start-plan.md); ](inc-01-stack-options.md); ](inc-01-project-structure-decision.md); ](inc-01-front-back-start-decision.md); ](implementation-planning-summary.md),no,no,keep,projects/interv360/archive/inc-01/inc-01-realization-start-checklist.md,inc-01-realization-start-checklist.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/inc-01/inc-01-refusal-scenarios.md,inc-01-refusal-scenarios.md,md,10860,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — INC-01 refusal scenarios **Type** : Scénarios de refus métier **Projet** : Interv360 (PRJ-INTERV360),projects/interv360/archive/inc-01/inc-01-implementation-estimate.md; projects/interv360/archive/inc-01/inc-01-implementation-estimate.md; projects/interv360/archive/inc-01/inc-01-implementation-estimate.md; projects/interv360/archive/inc-01/inc-01-implementation-plan.md; projects/interv360/archive/inc-01/inc-01-implementation-plan.md; projects/interv360/archive/inc-01/inc-01-implementation-plan.md; projects/interv360/archive/inc-01/inc-01-qa-scenarios.md; projects/interv360/archive/inc-01/inc-01-realization-backlog.md; projects/interv360/archive/inc-01/inc-01-realization-backlog.md,](implementation-planning-plan.md); ](inc-01-demo-data.md); ](inc-01-qa-scenarios.md); ](inc-01-status-rules.md); ](inc-01-technical-qa-planning.md),no,no,keep,projects/interv360/archive/inc-01/inc-01-refusal-scenarios.md,inc-01-refusal-scenarios.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/inc-01/inc-01-report-readonly-skeleton-summary.md,inc-01-report-readonly-skeleton-summary.md,md,6961,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,non-compliant,compliant,C,# Interv360 — INC-01 Report readonly skeleton summary **Projet** : Interv360 **Incrément** : INC-01 — Flux SAV minima,projects/interv360/archive/inc-01/inc-01-readonly-demo-summary.md; projects/interv360/archive/inc-01/inc-01-readonly-demo-summary.md,](inc-01-intervention-readonly-skeleton-summary.md); ](inc-01-demo-reset-summary.md),no,no,rename,projects/interv360/archive/inc-01/inc-01-report-readonly-skeleton-summary.md,2026-07-11-inc-01-report-readonly-skeleton-summary.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-D
projects/interv360/archive/inc-01/inc-01-request-detail-skeleton-summary.md,inc-01-request-detail-skeleton-summary.md,md,5467,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — INC-01 Request detail skeleton summary **Projet** : Interv360 **Incrément** : INC-01 — Flux SAV minimal,projects/interv360/archive/inc-01/inc-01-demo-reset-summary.md; projects/interv360/archive/inc-01/inc-01-demo-reset-summary.md; projects/interv360/archive/inc-01/inc-01-qualification-readonly-skeleton-summary.md; projects/interv360/archive/inc-01/inc-01-qualification-readonly-skeleton-summary.md,](inc-01-list-skeleton-summary.md); ](inc-01-local-persistence-decision.md),no,no,keep,projects/interv360/archive/inc-01/inc-01-request-detail-skeleton-summary.md,inc-01-request-detail-skeleton-summary.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/inc-01/inc-01-stack-options.md,inc-01-stack-options.md,md,11012,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — INC-01 stack options **Type** : Comparaison d'options de stack **Projet** : Interv360 (PRJ-INTERV360),projects/interv360/archive/inc-01/inc-01-front-back-start-decision.md; projects/interv360/archive/inc-01/inc-01-front-back-start-decision.md; projects/interv360/archive/inc-01/inc-01-implementation-preparation-plan.md; projects/interv360/archive/inc-01/inc-01-project-structure-decision.md; projects/interv360/archive/inc-01/inc-01-project-structure-decision.md; projects/interv360/archive/inc-01/inc-01-realization-start-checklist.md; projects/interv360/archive/inc-01/inc-01-realization-start-checklist.md; projects/interv360/archive/inc-01/inc-01-technical-scope.md; projects/interv360/archive/inc-01/inc-01-technical-scope.md; projects/interv360/archive/inc-01/inc-01-technical-scope.md,](realization-start-plan.md); ](implementation-planning-summary.md); ](inc-01-realization-backlog.md); ](technical-design-summary.md),no,no,keep,projects/interv360/archive/inc-01/inc-01-stack-options.md,inc-01-stack-options.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/inc-01/inc-01-start-checklist.md,inc-01-start-checklist.md,md,5458,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — INC-01 Start checklist **Projet** : Interv360 **Incrément** : INC-01 — Flux SAV minimal démontrable *,projects/interv360/archive/inc-01/inc-01-data-scope.md; projects/interv360/archive/inc-01/inc-01-data-scope.md; projects/interv360/archive/inc-01/inc-01-implementation-preparation-plan.md; projects/interv360/archive/inc-01/inc-01-implementation-preparation-plan.md; projects/interv360/archive/inc-01/inc-01-implementation-preparation-summary.md; projects/interv360/archive/inc-01/inc-01-local-persistence-decision.md; projects/interv360/archive/inc-01/inc-01-local-persistence-decision.md; projects/interv360/archive/inc-01/inc-01-technical-scope.md; projects/interv360/archive/inc-01/inc-01-technical-scope.md,,no,no,keep,projects/interv360/archive/inc-01/inc-01-start-checklist.md,inc-01-start-checklist.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/inc-01/inc-01-status-rules.md,inc-01-status-rules.md,md,10957,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — INC-01 status rules **Type** : Règles de transition de statuts **Projet** : Interv360 (PRJ-INTERV360),projects/interv360/archive/inc-01/inc-01-api-strategy.md; projects/interv360/archive/inc-01/inc-01-api-strategy.md; projects/interv360/archive/inc-01/inc-01-application-architecture.md; projects/interv360/archive/inc-01/inc-01-application-architecture.md; projects/interv360/archive/inc-01/inc-01-data-model.md; projects/interv360/archive/inc-01/inc-01-data-model.md; projects/interv360/archive/inc-01/inc-01-demo-data.md; projects/interv360/archive/inc-01/inc-01-demo-data.md; projects/interv360/archive/inc-01/inc-01-front-back-data-decisions.md; projects/interv360/archive/inc-01/inc-01-front-back-data-decisions.md,](technical-design-plan.md); ](inc-01-application-architecture.md); ](inc-01-front-back-data-decisions.md); ](inc-01-data-model.md); ](inc-01-api-strategy.md),no,no,keep,projects/interv360/archive/inc-01/inc-01-status-rules.md,inc-01-status-rules.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/inc-01/inc-01-technical-framing.md,inc-01-technical-framing.md,md,12143,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,non-compliant,compliant,C,# Interv360 — INC-01 technical framing **Type** : Cadrage technique préparatoire **Projet** : Interv360 (PRJ-INTERV36,projects/interv360/archive/inc-01/inc-01-application-architecture.md; projects/interv360/archive/inc-01/inc-01-application-architecture.md; projects/interv360/archive/inc-01/inc-01-data-model.md; projects/interv360/archive/inc-01/inc-01-data-model.md; projects/interv360/archive/inc-01/inc-01-effort-estimation.md; projects/interv360/archive/inc-01/inc-01-effort-estimation.md; projects/interv360/archive/inc-01/inc-01-front-back-data-decisions.md; projects/interv360/archive/inc-01/inc-01-front-back-data-decisions.md; projects/interv360/archive/inc-01/inc-01-qa-strategy.md; projects/interv360/archive/inc-01/inc-01-qa-strategy.md,](realization-preparation-plan.md); ](inc-01-realization-slicing.md); ](delivery-detailing-summary.md); ](inc-01-readiness-checklist.md); ](inc-01-acceptance-criteria.md),no,no,rename,projects/interv360/archive/inc-01/inc-01-technical-framing.md,2026-07-11-inc-01-technical-framing.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,medium,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-D
projects/interv360/archive/inc-01/inc-01-technical-qa-planning.md,inc-01-technical-qa-planning.md,md,10209,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — INC-01 technical QA and planning **Type** : Préparation QA détaillée et planification technique **Proje,projects/interv360/archive/inc-01/inc-01-application-architecture.md; projects/interv360/archive/inc-01/inc-01-application-architecture.md; projects/interv360/archive/inc-01/inc-01-data-model.md; projects/interv360/archive/inc-01/inc-01-data-model.md; projects/interv360/archive/inc-01/inc-01-data-model.md; projects/interv360/archive/inc-01/inc-01-data-model.md; projects/interv360/archive/inc-01/inc-01-demo-data.md; projects/interv360/archive/inc-01/inc-01-demo-data.md; projects/interv360/archive/inc-01/inc-01-front-back-data-decisions.md; projects/interv360/archive/inc-01/inc-01-front-back-data-decisions.md,](technical-design-plan.md); ](inc-01-application-architecture.md); ](inc-01-front-back-data-decisions.md); ](inc-01-data-model.md); ](inc-01-api-strategy.md),no,no,keep,projects/interv360/archive/inc-01/inc-01-technical-qa-planning.md,inc-01-technical-qa-planning.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/inc-01/inc-01-technical-scope.md,inc-01-technical-scope.md,md,8458,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — INC-01 Technical scope **Projet** : Interv360 **Incrément** : INC-01 — Flux SAV minimal démontrable *,projects/interv360/archive/inc-01/inc-01-action-transition-decision.md; projects/interv360/archive/inc-01/inc-01-action-transition-decision.md; projects/interv360/archive/inc-01/inc-01-data-scope.md; projects/interv360/archive/inc-01/inc-01-data-scope.md; projects/interv360/archive/inc-01/inc-01-implementation-preparation-plan.md; projects/interv360/archive/inc-01/inc-01-implementation-preparation-plan.md; projects/interv360/archive/inc-01/inc-01-implementation-preparation-plan.md; projects/interv360/archive/inc-01/inc-01-implementation-preparation-summary.md; projects/interv360/archive/inc-01/inc-01-local-persistence-decision.md; projects/interv360/archive/inc-01/inc-01-local-persistence-decision.md,](implementation-go-no-go.md); ](technical-arbitration.md); ](inc-01-stack-options.md); ](inc-01-front-back-data-decisions.md); ](inc-01-api-strategy.md),no,no,keep,projects/interv360/archive/inc-01/inc-01-technical-scope.md,inc-01-technical-scope.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/inc-01/inc-01-user-stories.md,inc-01-user-stories.md,md,17327,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — INC-01 user stories **Type** : User stories métier **Projet** : Interv360 (PRJ-INTERV360) **Phase** :,projects/interv360/archive/inc-01/inc-01-acceptance-criteria.md; projects/interv360/archive/inc-01/inc-01-acceptance-criteria.md; projects/interv360/archive/inc-01/inc-01-detailed-backlog.md; projects/interv360/archive/inc-01/inc-01-detailed-backlog.md; projects/interv360/archive/inc-01/inc-01-detailed-backlog.md; projects/interv360/archive/inc-01/inc-01-detailed-backlog.md; projects/interv360/archive/inc-01/inc-01-detailed-backlog.md; projects/interv360/archive/inc-01/inc-01-detailed-backlog.md; projects/interv360/archive/inc-01/inc-01-detailed-backlog.md; projects/interv360/archive/inc-01/inc-01-detailed-backlog.md,](delivery-detailing-plan.md); ](inc-01-detailed-backlog.md); ](delivery-slicing-strategy.md); ](prioritization.md); ](macro-backlog.md),no,no,keep,projects/interv360/archive/inc-01/inc-01-user-stories.md,inc-01-user-stories.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/inc-02/README.md,README.md,md,186,F13,,archived,reference,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,E,"# inc-02 — Archive Documents historiques de micro-incréments Interv360. Ces fichiers sont conservés pour traçabilité,",,,no,no,keep,projects/interv360/archive/inc-02/README.md,README.md,Family F13 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/interv360/archive/inc-02/inc-02-merge-summary.md,inc-02-merge-summary.md,md,2196,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — INC-02 Merge Summary **Projet** : Interv360 **Incrément** : INC-02 — UX Demo Improvement **Mode** : S,,](https://github.com/mcleland147/sfia-workspace/pull/33),no,no,keep,projects/interv360/archive/inc-02/inc-02-merge-summary.md,inc-02-merge-summary.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/inc-02/inc-02-pr-preparation.md,inc-02-pr-preparation.md,md,4155,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — INC-02 PR Preparation **Projet** : Interv360 **Incrément** : INC-02 — UX Demo Improvement **Cycle** :,projects/interv360/archive/inc-02/inc-02-push-and-pr.md; projects/interv360/archive/inc-02/inc-02-push-and-pr.md,,no,no,keep,projects/interv360/archive/inc-02/inc-02-pr-preparation.md,inc-02-pr-preparation.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/inc-02/inc-02-push-and-pr.md,inc-02-push-and-pr.md,md,2469,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — INC-02 Push and PR **Projet** : Interv360 **Incrément** : INC-02 — UX Demo Improvement **Cycle** : Pu,,](inc-02-pr-preparation.md),no,no,keep,projects/interv360/archive/inc-02/inc-02-push-and-pr.md,inc-02-push-and-pr.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
projects/interv360/archive/inc-02/inc-02-ux-demo-improvement.md,inc-02-ux-demo-improvement.md,md,3224,F08,,archived,unknown,non-operational,project,interv360,,N/A,N/A,archive,projects,compliant,compliant,C,# Interv360 — INC-02 UX Demo Improvement **Projet** : Interv360 **Incrément** : INC-02 **Cycle** : UX Demo Improvem,,,no,no,keep,projects/interv360/archive/inc-02/inc-02-ux-demo-improvement.md,inc-02-ux-demo-improvement.md,Family F08 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,Authority not established from content sample.,lot-G
